,Event,Time,Port,Vessel,VesselType
670,Arrival,2019-12-02 14:59,SLUISKIL,AVENGERS [NL],cargo
671,Departure,2019-12-02 14:59,COVE,JT MOORE [US],fishing
672,Arrival,2019-12-02 14:59,SANDVIK,VIPAN [SE],passenger
673,Arrival,2019-12-02 14:59,DELFSHAVEN,AQUA CAT [NL],passenger
674,Departure,2019-12-02 14:59,STOREBO,SEIHAUST [NO],cargo
675,Arrival,2019-12-02 14:59,FRASER SURREY,SMIT HUNTER [CA],tug
676,Departure,2019-12-02 14:59,PARGUA,CRUZ DEL SUR II [CL],passenger
677,Arrival,2019-12-02 14:59,HONG KONG,SHENSHE1428 [HK],fishing
678,Arrival,2019-12-02 14:59,TUZLA,DELFIN EKSPRES-2 [TR],tug
679,Departure,2019-12-02 14:59,SKAGEN,ALBA [DK],tug
680,Arrival,2019-12-02 14:59,ALGECIRAS,AITANA DEL CARMEN [ES],cargo
681,Arrival,2019-12-02 14:59,ST PETERSBURG,GENCA [RU],cargo
682,Arrival,2019-12-02 14:59,OUISTREHAM,F/V AILLY [FR],fishing
683,Arrival,2019-12-02 14:59,HELSINGOR,MERCANDIA IV [DK],passenger
684,Arrival,2019-12-02 14:59,SIRRI,KAREN 5 [IR],undefined
685,Arrival,2019-12-02 14:59,NIKOLAEV,URAL [UA],tug
686,Arrival,2019-12-02 14:59,KIEL,BAUMHOLDER [DE],tug
687,Departure,2019-12-02 14:59,PROVIDENCE,ERIC MCALLISTER [US],tug
688,Departure,2019-12-02 14:59,POOLE,PB BARRACUDA [GB],tug
689,Departure,2019-12-02 14:59,NEW YORK,SEAS THE DAY [US],passenger
690,Arrival,2019-12-02 14:59,ASKO,M.F.ASKOE [DK],passenger
691,Departure,2019-12-02 14:59,OAKLAND,TERESA BRUSCO [US],tug
692,Departure,2019-12-02 14:59,SAO SEBASTIAO,WS BELLATRIX [BR],tug
693,Arrival,2019-12-02 14:59,WISMAR,HOBEN [DE],tug
694,Arrival,2019-12-02 14:59,LIPARI,MARCO M [IT],high speed
695,Departure,2019-12-02 14:59,HANSWEERT,DELTA [NL],cargo
696,Departure,2019-12-02 14:59,SINGAPORE,JOLLY RANGER [SG],yacht
697,Arrival,2019-12-02 14:59,RODBYHAVN,PRINSESSE BENEDIKTE [DK],passenger
698,Departure,2019-12-02 14:59,FISHBOURNE,ST CLARE [GB],passenger
699,Arrival,2019-12-02 14:59,HUNTINGTON TRI STATE,CAPT WD NUNLEY [US],undefined
700,Departure,2019-12-02 14:59,ROTTERDAM WAALHAVEN,RPA11 [NL],undefined
701,Arrival,2019-12-02 14:59,DUNKERQUE,MYS ZHELANIYA [FR],cargo
702,Departure,2019-12-02 14:59,HEDEN (HONO),ADA [SE],passenger
703,Arrival,2019-12-02 14:59,PADUCAH,WM ERIC [US],tug
704,Departure,2019-12-02 14:59,GOTEBORG,RAGNA [SE],cargo
705,Departure,2019-12-02 14:59,TSAWWASSEN,SEASPAN OSPREY [CA],tug
706,Arrival,2019-12-02 14:59,ASPERO,FROJA [SE],passenger
707,Arrival,2019-12-02 14:59,GENT,ARISON [BE],undefined
708,Arrival,2019-12-02 14:59,KARLSKRONA,A 501 HMS ALTAIR [SE],tug
709,Departure,2019-12-02 14:59,BREST,TERENEZ [FR],passenger
710,Arrival,2019-12-02 14:58,SINGAPORE,PW TERAJU [SG],undefined
711,Departure,2019-12-02 14:58,HONG KONG,FIRST FERRY V [HK],high speed
712,Arrival,2019-12-02 14:58,KANESTRAUM,ROMSDAL [NO],passenger
713,Arrival,2019-12-02 14:58,IGOUMENITSA,IOANNIS KAPODISTRIAS [GR],passenger
714,Arrival,2019-12-02 14:58,AMSTERDAM,LYNX [NL],tug
715,Departure,2019-12-02 14:58,LEVERKUSEN,FACTOFOUR [DE],cargo
716,Departure,2019-12-02 14:58,OSAKA,TAIRAMARU [JP],tanker
717,Departure,2019-12-02 14:58,SOLAVAGEN,LOTE [NO],passenger
718,Arrival,2019-12-02 14:58,PETIT COURONNE,BAC 18 [FR],undefined
719,Arrival,2019-12-02 14:58,LISBOA,CAMPOLIDE [PT],passenger
720,Arrival,2019-12-02 14:58,NEW ORLEANS,MACK B. [US],tug
721,Arrival,2019-12-02 14:58,VASHON ISLAND,SALLY FOX [US],passenger
722,Departure,2019-12-02 14:58,VLISSINGEN,DELFBORG [NL],cargo
723,Departure,2019-12-02 14:58,POZZUOLI,ROSA D ABUNDO [IT],passenger
724,Arrival,2019-12-02 14:58,TRIESTE,DELFINO VERDE V [IT],passenger
725,Arrival,2019-12-02 14:58,KAVALA,PANAGIA THASOU [GR],passenger
726,Departure,2019-12-02 14:58,LISBOA,ALMEIDA GARRET [PT],passenger
727,Arrival,2019-12-02 14:58,LORIENT,MAGALE SOLO SAILOR [FR],yacht
728,Arrival,2019-12-02 14:58,WERKENDAM,GORINCHEM X [NL],passenger
729,Arrival,2019-12-02 14:58,SAN FRANCISCO,MARE ISLAND [US],passenger
730,Arrival,2019-12-02 14:58,DELFSHAVEN,WATERBOOT 12 [NL],undefined
731,Arrival,2019-12-02 14:58,POINT COMFORT,JOYCE MAXINE [US],tug
732,Arrival,2019-12-02 14:58,NEW YORK,PELHAM [US],tug
733,Arrival,2019-12-02 14:58,BUKOM ISLAND,ISSELIA [SG],tanker
734,Departure,2019-12-02 14:58,AMSTERDAM,ZWAANTJE 6 [NL],undefined
735,Arrival,2019-12-02 14:58,KAKINADA,MT PORT MOODY [IN],tanker
736,Arrival,2019-12-02 14:58,SOUTHWORTH,WSF ISSAQUAH [US],passenger
737,Arrival,2019-12-02 14:58,JONDAL,GLOPPEN [NO],passenger
738,Departure,2019-12-02 14:58,TANJUNG PELEPAS,533018886 [MY],undefined
739,Departure,2019-12-02 14:58,PORTLAND (ME),MACHIGONNE II [US],passenger
740,Arrival,2019-12-02 14:58,L'AMETLLA DE MAR,JUAN Y ANGELA [ES],fishing
741,Arrival,2019-12-02 14:58,HAREID,GISKOEY [NO],passenger
742,Arrival,2019-12-02 14:58,ABELNES,HIDRASUND [NO],passenger
743,Departure,2019-12-02 14:58,KALVSUND,BURO [SE],passenger
744,Departure,2019-12-02 14:58,NIEHL,TERZO [DE],tanker
745,Departure,2019-12-02 14:58,VAL-DE-LA-HAYE,BAC 18 [FR],undefined
746,Departure,2019-12-02 14:58,ROTTERDAM WAALHAVEN,VITESSE [NL],cargo
747,Arrival,2019-12-02 14:58,BRANDENBURG,MARCEL [DE],cargo
748,Departure,2019-12-02 14:58,HALS,EGENSE [DK],passenger
749,Arrival,2019-12-02 14:58,ESBJERG,FENJA [DK],passenger
750,Departure,2019-12-02 14:58,SHUNDE,PINGNANRUNFA 508 [CN],cargo
751,Arrival,2019-12-02 14:58,NEWCASTLE,HENRY NEWTON [AU],tug
752,Departure,2019-12-02 14:58,BREKSTAD,TRONDHEIMSFJORD 1 [NO],high speed
753,Arrival,2019-12-02 14:58,HONG KONG,LAISSEZ FAIRE 128 [HK],passenger
754,Arrival,2019-12-02 14:58,ROTTERDAM,PAIVI [NL],cargo
755,Arrival,2019-12-02 14:58,TERNEUZEN,MULTRATUG 1 [NL],tug
756,Arrival,2019-12-02 14:58,KARACHI,OCEAN PRINCE [PK],yacht
757,Arrival,2019-12-02 14:58,GOSPORT,SPIRIT OF PORTSMOUTH [GB],passenger
758,Arrival,2019-12-02 14:58,JUDABERG,FJORDDROTT [NO],high speed
759,Departure,2019-12-02 14:58,BANGOR,AN TARA [GB],yacht
760,Arrival,2019-12-02 14:58,OTTER BAY,SALISH ORCA [CA],passenger
761,Departure,2019-12-02 14:58,WOODS HOLE,THUBAN [US],tug
762,Arrival,2019-12-02 14:58,ERETRIA,ANNA-MARIA [GR],passenger
763,Arrival,2019-12-02 14:58,PROCIDA ,ADEONA [IT],passenger
764,Arrival,2019-12-02 14:58,WOOLRICH,DAME VERA LYNN [GB],passenger
765,Departure,2019-12-02 14:58,WESTKNOLLENDAM,LUPINE [NL],cargo
766,Departure,2019-12-02 14:58,BARREIRO,MIGUEL TORGA [PT],passenger
767,Departure,2019-12-02 14:58,SAKAIDE,KYOKUSHINMARU NO.2 [JP],tanker
768,Arrival,2019-12-02 14:58,WOUDRICHEM,GORINCHEM VIII [NL],passenger
769,Departure,2019-12-02 14:58,FESTOYA,STORFJORD [NO],passenger
770,Departure,2019-12-02 14:57,ANNACIS ISLAND,SMIT PRIDE [CA],tug
771,Departure,2019-12-02 14:57,YANTAI,BO HAI ZUAN ZHU [CN],passenger
772,Departure,2019-12-02 14:57,TSAWWASSEN,BLACK HAWK II [CA],tug
773,Arrival,2019-12-02 14:57,CORPUS CHRISTI,ZEUS [US],tug
774,Departure,2019-12-02 14:57,GORINCHEM,ONUS [NL],cargo
775,Arrival,2019-12-02 14:57,MILAZZO,SIBILLA [IT],passenger
776,Arrival,2019-12-02 14:57,BREMERTON,WSF KALEETAN [US],passenger
777,Arrival,2019-12-02 14:57,TARS,LANGELAND [DK],passenger
778,Departure,2019-12-02 14:57,BENGHAZI,HANSA ROTENBURG [LY],cargo
779,Arrival,2019-12-02 14:57,ROTTERDAM WAALHAVEN,FIXUT MARIS [NL],undefined
780,Departure,2019-12-02 14:57,LAS PALMAS,PILOT E [ES],tug
781,Arrival,2019-12-02 14:57,MILLINGEN AAN DE RIJN,SEMPER-SPERA [NL],cargo
782,Arrival,2019-12-02 14:57,LIPARI,CALYPSO [IT],high speed
783,Arrival,2019-12-02 14:57,ANTWERP,RHOONSCHEVEER [BE],passenger
784,Arrival,2019-12-02 14:57,GUAYAQUIL,SAN ANTONIO EXPRESS [EC],cargo
785,Departure,2019-12-02 14:57,BUETZFLETH,211468980 [DE],undefined
786,Arrival,2019-12-02 14:57,FOURCHON,BIG P [US],passenger
787,Departure,2019-12-02 14:57,BREMEN,GISELA SCHEPERS [DE],cargo
788,Departure,2019-12-02 14:57,CHACAO,DON JUAN II [CL],undefined
789,Arrival,2019-12-02 14:57,VELEZ,EL AVANTE CLARO [ES],fishing
790,Arrival,2019-12-02 14:57,SINGAPORE,KST SUCCESS [SG],tug
791,Departure,2019-12-02 14:57,UBE,REI MARU [JP],tanker
792,Arrival,2019-12-02 14:57,ROCKLAND,CAPT.E.FRANK THOMPSO [US],passenger
793,Departure,2019-12-02 14:57,CHAGUARAMAS,DR. JAMES [TT],tug
794,Departure,2019-12-02 14:57,PASSAU,RIVER VOYAGER [DE],passenger
795,Departure,2019-12-02 14:57,HONG KONG,SEA SERENE [HK],high speed
796,Arrival,2019-12-02 14:57,FREUDENAU,LINZ [AT],tug
797,Arrival,2019-12-02 14:57,CHAGUARAMAS,BCSL GULF MASTER [TT],passenger
798,Departure,2019-12-02 14:57,CASCAIS,AKELIA CONCORDE [PT],yacht
799,Departure,2019-12-02 14:57,ROUEN,JULIEN M [FR],cargo
800,Arrival,2019-12-02 14:57,LEMWERDER,LEMWERDER2 [DE],passenger
801,Departure,2019-12-02 14:57,OAKLAND,TAURUS [US],passenger
802,Departure,2019-12-02 14:57,BRANNO,FROJA [SE],passenger
803,Arrival,2019-12-02 14:57,AMSTERDAM,VINCENT [NL],undefined
804,Arrival,2019-12-02 14:57,HJELMELAND,HJELMELAND [NO],passenger
805,Arrival,2019-12-02 14:57,ROTTERDAM WAALHAVEN,VAGEBOND [NL],yacht
806,Arrival,2019-12-02 14:57,PARGUA,TREHUACO [CL],passenger
807,Arrival,2019-12-02 14:57,ROTTERDAM CENTRUM,AQUA SHUTTLE [NL],passenger
808,Arrival,2019-12-02 14:57,NOVOROSSIYSK,SB-742 [RU],tug
809,Departure,2019-12-02 14:57,MONDORF,CHRISTOPHORUS [DE],undefined
810,Departure,2019-12-02 14:57,PORTSMOUTH,SPIRIT OF PORTSMOUTH [GB],passenger
811,Arrival,2019-12-02 14:57,ST THOMAS,SAIL AWAY [VI],yacht
812,Arrival,2019-12-02 14:57,PRIMORSK,TRUVOR [RU],tug
813,Departure,2019-12-02 14:57,PROCIDA ,ISOLA DI CAPRI [IT],passenger
814,Arrival,2019-12-02 14:57,STROMSTAD,COLOR VIKING [SE],passenger
815,Arrival,2019-12-02 14:57,WEMYSS BAY,BUTE [GB],passenger
816,Arrival,2019-12-02 14:57,VOLENDAM,VD64 MARGRETHA [NL],fishing
817,Arrival,2019-12-02 14:57,PORT KEMBLA,SVITZER KIAMA [AU],undefined
818,Arrival,2019-12-02 14:57,PUERTO DE SALINETAS,V.B. ADRIATICO [ES],tug
819,Departure,2019-12-02 14:57,LARSNES,AMBU [NO],tug
820,Arrival,2019-12-02 14:57,GUTVIK,GEISNES [NO],passenger
821,Arrival,2019-12-02 14:57,MORROW,KATHRYN B. [US],tug
822,Arrival,2019-12-02 14:56,VAAGE,RYGERCRUISE [NO],high speed
823,Arrival,2019-12-02 14:56,DORDRECHT,ALBLAS [NL],passenger
824,Departure,2019-12-02 14:56,BAYUQUAN,XIN LONG YUN 66 [CN],cargo
825,Arrival,2019-12-02 14:56,DORDRECHT,SCHIE [NL],passenger
826,Arrival,2019-12-02 14:56,HVALER,OLAVA [NO],passenger
827,Departure,2019-12-02 14:56,YOKOHAMA,MARCONNECTICUT [JP],cargo
828,Departure,2019-12-02 14:56,CALLAO,760001680 [PE],undefined
829,Arrival,2019-12-02 14:56,TIEL,EDO [NL],undefined
830,Arrival,2019-12-02 14:56,CRUZ BAY,GENERAL II [VI],passenger
831,Departure,2019-12-02 14:56,ST THOMAS,GENERAL II [VI],passenger
832,Arrival,2019-12-02 14:56,AMBER COVE,CARNIVAL ELATION [DO],passenger
833,Arrival,2019-12-02 14:56,DOVER,PRIDE OF CANTERBURY [GB],passenger
834,Arrival,2019-12-02 14:56,VASHON ISLAND,WSF KITSAP [US],passenger
835,Arrival,2019-12-02 14:56,STRATTON HALL,LOWESTOFT PROVIDER [GB],high speed
836,Departure,2019-12-02 14:56,PORT ARANSAS,ARNOLD W. OLIVER [US],passenger
837,Arrival,2019-12-02 14:56,SANDEFJORD,COLOR HYBRID [NO],passenger
838,Arrival,2019-12-02 14:56,IJSSELOOG,VECHT [NL],undefined
839,Arrival,2019-12-02 14:56,GRENAA,DANPILOT MIKE [DK],tug
840,Arrival,2019-12-02 14:56,PERTH AMBOY,CRYSTAL CUTLER [US],tug
841,Arrival,2019-12-02 14:56,ROTTERDAM WAALHAVEN,DWS 15 WATERMAN [NL],undefined
842,Departure,2019-12-02 14:56,PEORIA,CG SANGAMON [US],tug
843,Arrival,2019-12-02 14:56,MISTEN,ROESUND [NO],passenger
844,Departure,2019-12-02 14:56,VULCANO,LAURANA [IT],passenger
845,Arrival,2019-12-02 14:56,HARLINGEN,RIEJANNE [NL],cargo
846,Arrival,2019-12-02 14:56,HELSINGBORG,AURORA AF HELSINGBOR [SE],passenger
847,Arrival,2019-12-02 14:56,SINGAPORE,SC4238F [SG],yacht
848,Arrival,2019-12-02 14:56,NESVIK,HARDINGEN [NO],passenger
849,Arrival,2019-12-02 14:56,ALESUND,KALVOY [NO],high speed
850,Departure,2019-12-02 14:56,HONG KONG,AP CHAU [HK],tug
851,Arrival,2019-12-02 14:56,ALGECIRAS,SAN FRANCISCO [ES],cargo
852,Arrival,2019-12-02 14:56,NEW YORK,BETSY ROSS [US],passenger
853,Arrival,2019-12-02 14:56,PUTTGARDEN,PRINS RICHARD [DE],passenger
854,Departure,2019-12-02 14:56,DRAG,STADDA [NO],passenger
855,Departure,2019-12-02 14:56,BLUMENTHAL,STEDINGEN [DE],passenger
856,Arrival,2019-12-02 14:56,KETRON ISLAND,STEILACOOM II [US],passenger
857,Arrival,2019-12-02 14:56,MCNEIL ISLAND,WL CALLAHAN [US],passenger
858,Arrival,2019-12-02 14:56,NEUSS,AMAZONE [DE],undefined
859,Arrival,2019-12-02 14:56,IJMUIDEN,PONT 8 [NL],passenger
860,Arrival,2019-12-02 14:56,DUBAI,CODE 8 [AE],yacht
861,Arrival,2019-12-02 14:56,HOLMESTRAND,GJEMNES [NO],passenger
862,Arrival,2019-12-02 14:56,TILBURY,CMA CGM AMERICA [GB],cargo
863,Departure,2019-12-02 14:56,TOCOPILLA,ADRIANA I [CL],tug
864,Arrival,2019-12-02 14:56,CAPE TOWN,TRANSPORTER [ZA],tug
865,Arrival,2019-12-02 14:56,ILE AUX COUDRES,FELIX ANTOINE SAVARD [CA],passenger
866,Departure,2019-12-02 14:56,SILVERTOWN,DAME VERA LYNN [GB],passenger
867,Arrival,2019-12-02 14:56,LICATA,GRAZIANO [IT],fishing
868,Arrival,2019-12-02 14:56,HAIKOU,FENG HUANG LING [CN],passenger
869,Departure,2019-12-02 14:56,CARDIFF,X BEAT II [GB],yacht
870,Departure,2019-12-02 14:56,OAKLAND,ARGO [US],passenger
871,Arrival,2019-12-02 14:56,ANTWERP,TMS.BIANCA D [BE],tanker
872,Arrival,2019-12-02 14:56,RIDDERKERK,WANTIJ [NL],passenger
873,Arrival,2019-12-02 14:56,ANCONA,HELLENIC SPIRIT [IT],passenger
874,Arrival,2019-12-02 14:56,NORDENHAM,NORDENHAM [DE],passenger
875,Departure,2019-12-02 14:56,SALAMINA,PROTOPOROS X [GR],passenger
876,Arrival,2019-12-02 14:56,JUDABERG,RYGERKONGEN [NO],high speed
877,Arrival,2019-12-02 14:56,DRUTEN,RWS 72 [NL],undefined
878,Departure,2019-12-02 14:56,KEMAMAN,TIME LIZA [MY],undefined
879,Arrival,2019-12-02 14:56,ROTTERDAM WAALHAVEN,MSTX 2 [NL],high speed
880,Arrival,2019-12-02 14:56,STAVANGER,FJORDSOL [NO],high speed
881,Arrival,2019-12-02 14:56,BRAKE,KLEINENSIEL [DE],passenger
882,Arrival,2019-12-02 14:56,BREMERHAVEN,BREMERHAVEN [DE],passenger
883,Arrival,2019-12-02 14:56,ROTTERDAM WAALHAVEN,CHRISTINA [NL],passenger
884,Arrival,2019-12-02 14:56,URK,VERITAS 3 [NL],tanker
885,Arrival,2019-12-02 14:56,AUKRA,EIRA [NO],passenger
886,Arrival,2019-12-02 14:56,HAMBURG,FALKENSTEIN [DE],passenger
887,Arrival,2019-12-02 14:56,ANTWERP,AUJAQ [BE],cargo
888,Arrival,2019-12-02 14:56,SCHOONHOVEN,STAD SCHOONHOVEN [NL],passenger
889,Arrival,2019-12-02 14:55,MAASSLUIS,STAELDIEP [NL],passenger
890,Departure,2019-12-02 14:55,IJMUIDEN,PONT 4 [NL],passenger
891,Arrival,2019-12-02 14:55,ROZENBURG,BLANKENBURG [NL],passenger
892,Departure,2019-12-02 14:55,MONGSTAD ,HAVILA FORESIGHT [NO],tug
893,Arrival,2019-12-02 14:55,KYLE OF LOCHALSH,SD MOORHEN [GB],tug
894,Departure,2019-12-02 14:55,SLIEDRECHT,LEANKE [NL],tug
895,Departure,2019-12-02 14:55,HAMBURG,TOLLERORT [DE],passenger
896,Arrival,2019-12-02 14:55,CHACAO,DON JAIME [CL],cargo
897,Departure,2019-12-02 14:55,BUFFALO,JONCAIRE II [US],tug
898,Arrival,2019-12-02 14:55,NEUHARLINGERSIEL,LEYSAND [DE],tug
899,Arrival,2019-12-02 14:55,HEDEN (HONO),GOTA [SE],passenger
900,Arrival,2019-12-02 14:55,NESKAUPSTADUR,HAFRAFELL [IS],fishing
901,Arrival,2019-12-02 14:55,JUDABERG,HELGOEY GLIMT [NO],high speed
902,Arrival,2019-12-02 14:55,WEIL AM RHEIN,INFINITUM [DE],cargo
903,Arrival,2019-12-02 14:55,VAL-DE-LA-HAYE,BAC 18 [FR],undefined
904,Arrival,2019-12-02 14:55,RAS AL MISHAB,RAWABI 406 [SA],undefined
905,Arrival,2019-12-02 14:55,HUENEME,EDITH FOSS [US],tug
906,Departure,2019-12-02 14:55,ROTTERDAM,AMELIE 1 [NL],tanker
907,Departure,2019-12-02 14:55,KOBE,ULTIMA [JP],cargo
908,Departure,2019-12-02 14:55,TANGGUH,KCT.RURIK 02 [ID],undefined
909,Departure,2019-12-02 14:55,ESBJERG,MENJA [DK],passenger
910,Arrival,2019-12-02 14:55,GELKENES,BGATRANS [NL],cargo
911,Departure,2019-12-02 14:55,ANNACIS ISLAND,SMIT HUNTER [CA],tug
912,Arrival,2019-12-02 14:55,LEIRVIK,FJORDBRIS [NO],high speed
913,Arrival,2019-12-02 14:55,DORDRECHT,MERWEDAM [NL],passenger
914,Arrival,2019-12-02 14:55,EASTHAM,FOSSOR [GB],undefined
915,Departure,2019-12-02 14:55,HORTEN,BASTO V [NO],passenger
916,Departure,2019-12-02 14:55,ROTTERDAM WAALHAVEN,AQUA CAT [NL],passenger
917,Arrival,2019-12-02 14:55,MAMOUDZOU,GEORGES NAHOUDA [YT],passenger
918,Arrival,2019-12-02 14:55,STAVANGER,STORD [NO],passenger
919,Departure,2019-12-02 14:55,MAASVLAKTE - ROTTERDAM,CLEAN SEAS 2 [NL],cargo
920,Arrival,2019-12-02 14:55,HALUL ISLAND,SVITZER AL SHAQAB [QA],high speed
921,Arrival,2019-12-02 14:55,LUDWIGSHAFEN,RP-BIRSFELDEN [DE],undefined
922,Arrival,2019-12-02 14:55,AMSTERDAM,KP 17 [NL],undefined
923,Arrival,2019-12-02 14:55,PORT KEMBLA,SVITZER MARLOO [AU],tug
924,Arrival,2019-12-02 14:55,METROPOLIS,KEN ECHOLS [US],tug
925,Departure,2019-12-02 14:55,PAPENDRECHT,AQUA RUNNER [NL],passenger
926,Departure,2019-12-02 14:55,HELSINGBORG,HAMLET [SE],passenger
927,Arrival,2019-12-02 14:55,IJMUIDEN,TRITON [NL],tug
928,Arrival,2019-12-02 14:55,GJERMUNDSHAMN,ULLENSVANG [NO],passenger
929,Arrival,2019-12-02 14:55,VALENCIA,VB XEREA [ES],tug
930,Departure,2019-12-02 14:55,HONG KONG,TING KAU [HK],tug
931,Arrival,2019-12-02 14:55,AEGINA,AGIOS NEKTARIOS [GR],fishing
932,Departure,2019-12-02 14:55,HUIZHOU,YUN DA YOU 66 [CN],tanker
933,Departure,2019-12-02 14:55,YANBU,RADHWA 25 [SA],undefined
934,Departure,2019-12-02 14:55,BERGEN,EKSPRESSEN [NO],high speed
935,Departure,2019-12-02 14:55,STOREBO,TJELDEN [NO],high speed
936,Arrival,2019-12-02 14:55,MELBOURNE,UNION TOPAZ [AU],tug
937,Arrival,2019-12-02 14:55,RHEINAU,ALTRIP MANNHEIM [DE],undefined
938,Arrival,2019-12-02 14:55,BOTLEK - ROTTERDAM,FAIRPLAY-28 [NL],tug
939,Departure,2019-12-02 14:55,CEUTA,SPABUNKER CUARENTA [ES],tanker
940,Departure,2019-12-02 14:55,ROZENBURG,STAELDIEP [NL],passenger
941,Arrival,2019-12-02 14:55,NORDDEICH,FRISIA III [DE],passenger
942,Departure,2019-12-02 14:55,INTRACOASTAL CITY,MISS DANA [US],undefined
943,Departure,2019-12-02 14:55,PAPENDRECHT,SCHIE [NL],passenger
944,Arrival,2019-12-02 14:55,BELFAST,PILOT BOAT EVANS [GB],undefined
945,Departure,2019-12-02 14:55,NORTH FREMANTLE,MAKO [AU],yacht
946,Arrival,2019-12-02 14:55,MAASVLAKTE - ROTTERDAM,CAMARO IV [NL],cargo
947,Departure,2019-12-02 14:55,LEMWERDER,VEGESACK [DE],passenger
948,Arrival,2019-12-02 14:55,ALGECIRAS,CEUTA JET [ES],high speed
949,Arrival,2019-12-02 14:55,BAIA DE VITORIA,PILOTBOAT AGUABRANCA [BR],tug
950,Arrival,2019-12-02 14:55,MERAK,KM.MUSTIKA KENCANA [ID],undefined
951,Departure,2019-12-02 14:55,SORRENTO,SNAV ANTARES [IT],passenger
952,Departure,2019-12-02 14:55,PEMBROKE,SUMMERTON BCK 6 [GB],fishing
953,Arrival,2019-12-02 14:55,ARATU,ALCANTARA [BR],tug
954,Departure,2019-12-02 14:54,HANKO,HM 11 [FI],tug
955,Arrival,2019-12-02 14:54,SINGAPORE,EAGLE WINGS [SG],yacht
956,Departure,2019-12-02 14:54,SINGAPORE,YORK 206 [SG],yacht
957,Arrival,2019-12-02 14:54,ARATU,IMPERATRIZ [BR],tug
958,Arrival,2019-12-02 14:54,HONG KONG,TAP MUN [HK],tug
959,Departure,2019-12-02 14:54,RAFINA,GIANNIS [GR],fishing
960,Departure,2019-12-02 14:54,MACKAY,GEORGE R YOUNG [AU],tug
961,Arrival,2019-12-02 14:54,NIJMEGEN,AMAZONE [NL],cargo
962,Arrival,2019-12-02 14:54,CARTAGENA,ALEXANDRA [CO],cargo
963,Arrival,2019-12-02 14:54,AGIOS EYSTRATIOS,AEOLIS [GR],passenger
964,Arrival,2019-12-02 14:54,RIDDERKERK,WITTE DE WITH [NL],passenger
965,Arrival,2019-12-02 14:54,BRATTVAG,BARENTSBURG [NO],fishing
966,Departure,2019-12-02 14:54,STAVANGER,BJORNEFJORD [NO],passenger
967,Arrival,2019-12-02 14:54,ROTTERDAM CENTRUM,MSTX 13 [NL],high speed
968,Departure,2019-12-02 14:54,HELSINKI,PILOT L244 [FI],tug
969,Departure,2019-12-02 14:54,HAREID,SULOEY [NO],passenger
970,Arrival,2019-12-02 14:54,NIEHL,MERENZO [DE],cargo
971,Departure,2019-12-02 14:54,FEDJE,FEDJEFJORD [NO],passenger
972,Departure,2019-12-02 14:54,HONG KONG,VIVALDI [HK],cargo
973,Departure,2019-12-02 14:54,PETIT COURONNE,BAC 18 [FR],undefined
974,Arrival,2019-12-02 14:54,CRISTOBAL,MANTA [PA],tug
975,Arrival,2019-12-02 14:54,PORT BLAIR,IN WARSHIP F49 [IN],cargo
976,Departure,2019-12-02 14:54,HONG KONG,SHA CHAU [HK],tug
977,Departure,2019-12-02 14:54,THAMES,M/TUG SD SEAL [GB],tug
978,Arrival,2019-12-02 14:54,LIVERPOOL,ZHEN HUA25 [GB],cargo
979,Arrival,2019-12-02 14:54,STOCKHOLM,KUNGSHATT [SE],passenger
980,Departure,2019-12-02 14:54,COLUMBUS BELMONT,A J MORRIS [US],tug
981,Departure,2019-12-02 14:54,BUSAN,5DONGHAI [KR],undefined
982,Arrival,2019-12-02 14:54,PORT LOUIS,NORDICK [FR],yacht
983,Departure,2019-12-02 14:54,GJERMUNDSHAMN,HORDALAND [NO],passenger
984,Arrival,2019-12-02 14:54,BOTLEK - ROTTERDAM,FAIRPLAY XIV [NL],tug
985,Departure,2019-12-02 14:54,DURGERDAM,VUURTORENEILANDCORAX [NL],yacht
986,Arrival,2019-12-02 14:54,LAMPERTHEIM,TIJDGEEST [DE],undefined
987,Arrival,2019-12-02 14:54,KERCH,BAGEROVO [UA],fishing
988,Arrival,2019-12-02 14:54,ZEEBRUGGE,BEATRICE [BE],undefined
989,Arrival,2019-12-02 14:54,KETAPANG,KMP.C.MANDALA SAKTI [ID],passenger
990,Departure,2019-12-02 14:54,NEWCASTLE,HENRY NEWTON [AU],tug
991,Departure,2019-12-02 14:54,PARKHAVEN,MSTX 13 [NL],high speed
992,Arrival,2019-12-02 14:54,KAOHSIUNG,YM MASCULINITY [TW],cargo
993,Arrival,2019-12-02 14:54,KARLSKRONA,A505 HMS ASTREA [SE],tug
994,Departure,2019-12-02 14:54,FLORO,FJORDSERVICE [NO],passenger
995,Departure,2019-12-02 14:54,BEPPU,AKATSUKI MARU [JP],passenger
996,Arrival,2019-12-02 14:54,HEMIKSEM,SMYLTINE [BE],passenger
997,Arrival,2019-12-02 14:54,SANDVIKVAAG,FAEROY [NO],passenger
998,Departure,2019-12-02 14:54,STOCKHOLM,DELFIN XII [SE],passenger
999,Arrival,2019-12-02 14:54,FALMOUTH,CARIBBEAN PRINCESS [JM],passenger
1000,Departure,2019-12-02 14:54,MCINROY,SOUND OF SEIL [GB],passenger
1001,Arrival,2019-12-02 14:54,HALS,EGENSE [DK],passenger
1002,Departure,2019-12-02 14:54,SINGAPORE,PILOT GP04 [SG],undefined
